BehaviorSpace results (NetLogo 5.3.1);;;;;;;;
NCDrone_WS_TS.nlogo;;;;;;;;
nc-ws_ts20k;;;;;;;;
05/07/2019 13:43:29:653 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
3;4;1;20000;763,26;0,91;29;23960;356
4;4;1;20000;758,35;0,88;29;23549;321
7;4;1;20000;767,29;0,71;30;24114;343
8;4;1;20000;763,33;0,92;29;24009;324
6;4;1;20000;764,14;0,8;29;24102;344
5;4;1;20000;763,91;0,77;30;23666;364
2;4;1;20000;761,64;0,85;29;23715;336
1;4;1;20000;761,05;0,77;30;24045;313
9;4;1;20000;764,97;0,76;29;24025;354
11;4;1;20000;763,94;0,83;29;23883;319
10;4;1;20000;758,88;0,82;29;24001;335
12;4;1;20000;766,41;0,84;29;24243;332
15;4;1;20000;763,51;0,86;30;24036;350
13;4;1;20000;763,96;0,81;29;24180;332
14;4;1;20000;766,72;0,83;29;23932;333
16;4;1;20000;761,11;0,85;29;23669;338
17;4;1;20000;764,19;0,87;29;23880;345
18;4;1;20000;763,88;0,98;29;23955;333
19;4;1;20000;760,09;0,84;29;23771;325
20;4;1;20000;759,62;0,86;29;24054;341
21;4;1;20000;762,04;0,89;29;24235;315
22;4;1;20000;765,5;0,74;29;24258;317
23;4;1;20000;767,84;0,76;29;24018;355
24;4;1;20000;759,6;0,96;29;23936;366
25;4;1;20000;760,57;0,9;29;23940;330
26;4;1;20000;762,55;0,83;30;23947;322
28;4;1;20000;762,26;0,83;29;23896;335
27;4;1;20000;759,85;0,8;30;23894;310
30;4;1;20000;763,19;0,76;30;24017;358
29;4;1;20000;765,53;0,82;30;24120;343
;;;;762,9726667;0,835;29,26666667;23968,33333;
;;;;2,540529314;0,063068108;0,449776445;171,7647415;
