"BehaviorSpace results (NetLogo 5;3;1)";;;;;;;;
"AVG_EVAP;nlogo";;;;;;;;
avg_evap10k;;;;;;;;
04/24/2019 09:01:19:706 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
6;4;1;10000;786,58;2,19;11;7055;11
8;4;1;10000;794,16;2,27;10;7643;10
5;4;1;10000;790,8;2,3;11;7416;11
3;4;1;10000;782,82;2,22;10;7126;13
2;4;1;10000;780,6;2,05;10;7241;12
4;4;1;10000;793,76;2,13;10;7435;25
7;4;1;10000;806,22;2,17;10;6910;9
9;4;1;10000;789,92;1,97;10;7359;14
10;4;1;10000;788,94;2,03;10;7361;15
12;4;1;10000;787,7;2,17;10;7000;12
11;4;1;10000;799,41;2,23;10;7331;10
13;4;1;10000;782,81;2,16;10;7155;11
14;4;1;10000;781,74;2,31;10;6941;9
1;4;1;10000;793,3;2,19;10;7055;9
15;4;1;10000;792,64;2,02;10;8174;16
16;4;1;10000;790,11;2,13;10;7597;8
17;4;1;10000;810,62;2,15;10;7236;10
18;4;1;10000;791,02;2,05;11;6790;7
20;4;1;10000;795,36;2,11;10;7112;13
21;4;1;10000;788,24;2,03;11;7539;8
19;4;1;10000;801,76;2,05;10;7350;17
23;4;1;10000;795,27;2,07;10;7365;12
24;4;1;10000;795,69;2,2;10;7361;9
26;4;1;10000;796,89;2,25;10;7332;22
25;4;1;10000;776,59;2,11;11;7409;19
28;4;1;10000;776,04;2,14;10;6473;11
22;4;1;10000;781,58;2,24;10;6888;7
27;4;1;10000;788,42;2,04;11;7780;16
30;4;1;10000;786,45;2,09;10;7510;13
29;4;1;10000;808,36;2,14;11;7474;13
;;;;791,1266667;2,140333333;10,23333333;7280,6;
;;;;8,596767369;0,089075068;0,430183067;326,0294677;
