"BehaviorSpace results (NetLogo 5;3;1)";;;;;;;;
"max_ws_ts;nlogo";;;;;;;;
10k;;;;;;;;
04/10/2019 16:41:49:056 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
2;4;1;10000;783,43;2,02;11;6746;37
8;4;1;10000;803,5;1,99;11;7409;33
6;4;1;10000;803,08;2;11;7714;28
4;4;1;10000;791,27;1,89;11;7039;30
5;4;1;10000;797,38;2,01;11;7084;27
3;4;1;10000;801,12;1,92;11;7549;34
7;4;1;10000;818,58;2,1;10;7145;44
1;4;1;10000;806,27;2;11;7504;30
13;4;1;10000;786,29;2,09;11;7235;31
9;4;1;10000;807,2;2,05;11;7770;38
11;4;1;10000;815,94;2,04;11;7538;29
15;4;1;10000;820,64;2,19;10;7470;30
14;4;1;10000;807,29;1,92;11;7228;38
10;4;1;10000;802,03;1,95;11;7152;33
12;4;1;10000;811,06;1,83;11;7335;46
16;4;1;10000;806,1;1,98;10;7516;26
18;4;1;10000;813,91;2,07;11;7328;34
21;4;1;10000;784,49;1,87;11;7111;23
17;4;1;10000;803,72;1,94;11;7154;37
19;4;1;10000;824,31;1,97;11;7406;32
20;4;1;10000;795,33;2,22;11;7250;33
22;4;1;10000;812,6;1,97;10;7226;33
23;4;1;10000;807,04;2,05;11;7363;41
24;4;1;10000;797,15;2,03;11;6964;33
25;4;1;10000;822,94;2,23;10;7611;34
29;4;1;10000;796,77;2,05;10;7052;27
27;4;1;10000;813,52;2,02;10;7654;44
30;4;1;10000;800,24;2,03;11;6709;28
26;4;1;10000;820,47;2,05;11;7252;23
28;4;1;10000;791,06;1,94;11;6999;38
;;;;804,8243333;2,014;10,76666667;7283,766667;
;;;;11,29421142;0,093129498;0,430183067;264,5731348;
