"BehaviorSpace results (NetLogo 5;3;1)";;;;;;;;
"NCDrone_EVAP;nlogo";;;;;;;;
nc-evap20k;;;;;;;;
04/17/2019 16:29:37:362 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
5;4;1;20000;725,04;0,93;29;36644;20
4;4;1;20000;730,39;0,72;30;36043;30
3;4;1;20000;731,87;0,7;30;37310;47
2;4;1;20000;720,46;0,85;29;36230;37
8;4;1;20000;727,83;0,92;29;36275;33
6;4;1;20000;718,18;0,88;29;36204;31
7;4;1;20000;730,54;0,87;29;37520;31
10;4;1;20000;715,79;0,83;29;35655;39
1;4;1;20000;731,09;0,99;29;36854;27
9;4;1;20000;727,55;0,91;29;36491;29
12;4;1;20000;721,3;0,95;28;37219;40
11;4;1;20000;715,96;0,78;30;36694;29
14;4;1;20000;725,24;0,86;29;36741;31
13;4;1;20000;720,18;0,84;29;35932;39
15;4;1;20000;725,25;0,92;29;36849;42
16;4;1;20000;727,13;1,06;29;37363;44
18;4;1;20000;726,03;0,78;29;37196;29
19;4;1;20000;719,89;0,86;30;36313;26
20;4;1;20000;724,76;0,82;28;37195;30
22;4;1;20000;730,27;0,76;30;36736;21
21;4;1;20000;722,46;0,84;29;36067;30
23;4;1;20000;732,16;0,81;29;38455;34
25;4;1;20000;723,52;0,75;30;36257;20
24;4;1;20000;723,92;0,88;29;36698;31
17;4;1;20000;720,6;0,92;28;37205;24
27;4;1;20000;734,51;1;27;36985;41
26;4;1;20000;730,23;0,9;29;36379;31
29;4;1;20000;727,91;1,14;27;37031;40
28;4;1;20000;727,58;0,83;29;36298;39
30;4;1;20000;717,8;0,85;29;37176;41
;;;;725,1813333;0,871666667;28,96666667;36733,83333;
;;;;5,095634868;0,09588367;0,764890496;582,2277125;
