"BehaviorSpace results (NetLogo 5;3;1)";;;;;;;;
"NCDrone_EVAP;nlogo";;;;;;;;
nc-evap10k;;;;;;;;
04/17/2019 16:23:16:103 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
3;4;1;10000;689,38;0,92;13;13148;6
4;4;1;10000;683,48;0,74;14;15178;8
8;4;1;10000;707,43;1,03;13;13523;11
2;4;1;10000;699,29;0,81;14;15166;6
5;4;1;10000;692,78;1,06;13;14309;10
7;4;1;10000;709,48;0,99;13;14776;4
6;4;1;10000;703,73;0,78;14;14621;8
10;4;1;10000;691,12;1,05;13;14054;6
9;4;1;10000;704,68;0,81;14;13897;6
12;4;1;10000;712,39;0,84;13;14320;1
1;4;1;10000;705;0,82;13;15276;14
13;4;1;10000;696;0,95;13;14623;12
14;4;1;10000;710,95;0,91;14;14672;8
11;4;1;10000;715,89;0,93;13;14219;10
15;4;1;10000;696,25;1;13;14151;9
16;4;1;10000;717,42;0,92;13;15860;14
17;4;1;10000;695,01;0,81;14;13730;10
18;4;1;10000;695,42;0,77;14;14529;8
20;4;1;10000;707,08;0,91;13;14795;10
21;4;1;10000;695,15;0,88;13;15026;5
22;4;1;10000;695,7;1,09;13;14753;7
23;4;1;10000;706,6;0,9;13;15564;12
25;4;1;10000;702,66;0,89;14;14617;9
24;4;1;10000;699,91;0,84;13;14296;11
26;4;1;10000;693,01;0,94;13;14791;7
19;4;1;10000;711,79;1,01;13;15665;10
27;4;1;10000;708,6;0,89;12;15252;10
29;4;1;10000;690,36;0,79;14;13137;11
28;4;1;10000;698,92;0,89;14;14042;3
30;4;1;10000;693,76;0,85;13;13961;7
;;;;700,9746667;0,900666667;13,3;14531,7;
;;;;8,585303294;0,09236111;0,534983081;686,0510763;
