BehaviorSpace results (NetLogo 5.3.1);;;;;;;;
Centralized_CFS_WS_ES_Time.nlogo;;;;;;;;
cfs_ws10k;;;;;;;;
05/15/2019 10:54:03:553 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
5;4;1;10000;761,87;0,95;13;9425;22
2;4;1;10000;768,63;0,82;13;9400;32
3;4;1;10000;763,04;1,06;13;9470;37
4;4;1;10000;771,89;0,92;13;9121;24
8;4;1;10000;757,33;0,9;13;9321;29
1;4;1;10000;760,98;0,89;13;9542;25
7;4;1;10000;764,31;0,89;13;9266;16
6;4;1;10000;757,9;1,02;13;9557;34
9;4;1;10000;757,3;0,85;13;9236;32
10;4;1;10000;752,36;0,97;12;8839;33
12;4;1;10000;759,31;0,95;13;9565;30
11;4;1;10000;757,53;0,91;13;9420;29
13;4;1;10000;752,44;0,97;13;9372;28
14;4;1;10000;760,94;0,84;13;9204;21
15;4;1;10000;750,84;1,01;13;8933;30
16;4;1;10000;759,92;0,9;13;9512;38
17;4;1;10000;765,15;0,98;13;9578;32
18;4;1;10000;768,65;0,89;13;9080;32
19;4;1;10000;774,91;0,86;14;9240;31
20;4;1;10000;781,67;1;13;9712;41
21;4;1;10000;753,43;0,86;13;8794;25
22;4;1;10000;764,16;0,9;13;9171;31
23;4;1;10000;763,51;0,93;13;9245;22
24;4;1;10000;766,97;0,89;13;9631;25
25;4;1;10000;764,16;0,85;14;9295;37
26;4;1;10000;755,73;0,87;13;9305;42
27;4;1;10000;753,12;0,81;13;9162;28
28;4;1;10000;755,7;0,98;13;9164;31
29;4;1;10000;762,83;0,91;13;9004;25
30;4;1;10000;770,08;1,11;13;8966;26
;;;;761,8886667;0,923;13,03333333;9284,333333;
;;;;7,173775389;0,071203932;0,319841915;236,4785232;
;;;;;;;;
;;;;750,84;0,81;12;8794;
;;;;781,67;1,11;14;9712;
