"BehaviorSpace results (NetLogo 5;3;1)";;;;;;;;
"MultipleMatrix_EVAP;nlogo";;;;;;;;
multi_evap15k;;;;;;;;
04/26/2019 09:49:12:305 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
4;4;1;15000;868,13;1,24;20;24010;82
2;4;1;15000;882;1,21;20;24181;91
7;4;1;15000;821,85;1,23;20;24445;93
5;4;1;15000;820,55;1,42;19;23687;74
8;4;1;15000;825,24;1,28;20;24300;78
3;4;1;15000;836,42;1,56;20;21764;61
6;4;1;15000;851,41;1,12;21;23271;69
1;4;1;15000;827,43;1,35;16;22703;74
9;4;1;15000;828,67;1,14;21;25712;88
10;4;1;15000;827,51;1,47;19;24866;79
14;4;1;15000;842,89;1,46;19;24739;73
13;4;1;15000;848,69;1,35;20;23855;78
12;4;1;15000;846,51;1,64;19;25593;89
11;4;1;15000;845,91;1,34;20;24071;80
15;4;1;15000;853,54;1,39;20;25993;62
18;4;1;15000;856,22;1,25;20;23701;88
17;4;1;15000;821,36;1,33;20;24780;82
16;4;1;15000;828,64;1,13;20;25080;67
19;4;1;15000;845,64;1,24;19;24886;82
20;4;1;15000;854,81;1,37;21;24434;65
21;4;1;15000;851,5;1,46;20;22969;74
22;4;1;15000;830,97;1,27;20;25758;78
24;4;1;15000;832,44;1,33;20;25239;76
23;4;1;15000;827,3;1,61;20;25143;72
25;4;1;15000;854,4;1,19;20;24737;86
27;4;1;15000;836,75;1,64;19;23873;78
26;4;1;15000;833,23;1,41;20;22476;70
28;4;1;15000;813,97;1,42;20;25408;83
29;4;1;15000;850,32;1,23;21;24454;85
30;4;1;15000;837,78;1,25;19;24088;58
;;;;840,07;1,34;19,77;24340,53333;
;;;;15,41;0,14;0,94;1014,16;
