"BehaviorSpace results (NetLogo 5;3;1)";;;;;;;;
"AVG_EVAP;nlogo";;;;;;;;
avg_evap20k;;;;;;;;
04/23/2019 22:58:39:625 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
3;4;1;20000;820,7;3,09;24;22031;95
2;4;1;20000;833,04;3,15;24;21564;94
4;4;1;20000;825,82;3,12;23;21394;81
1;4;1;20000;831,28;3,09;23;21086;106
6;4;1;20000;832,9;2,86;25;21913;82
5;4;1;20000;831,67;2,89;25;21829;101
7;4;1;20000;822,69;2,92;24;21721;98
8;4;1;20000;832,72;2,85;24;21578;86
9;4;1;20000;821,8;3,12;24;22181;104
10;4;1;20000;840,77;3,3;24;21776;86
11;4;1;20000;813,28;3,1;23;21688;89
13;4;1;20000;830,67;2,91;24;21753;108
12;4;1;20000;830,31;2,91;24;21946;106
14;4;1;20000;821,81;2,87;22;21263;85
15;4;1;20000;821,48;2,82;25;21974;85
16;4;1;20000;824,29;2,89;24;21679;98
18;4;1;20000;826,81;3,16;23;21578;83
19;4;1;20000;824,72;3,05;23;21180;91
17;4;1;20000;825,09;2,93;23;21490;88
20;4;1;20000;832,97;2,84;23;21647;90
21;4;1;20000;827;2,96;23;21419;113
22;4;1;20000;844,19;3,05;23;20702;78
23;4;1;20000;820,93;2,85;24;21428;98
24;4;1;20000;828,63;2,85;24;21113;79
25;4;1;20000;828,09;2,79;24;21746;87
26;4;1;20000;834,37;3,33;23;21487;96
28;4;1;20000;829,9;3,01;24;21898;100
29;4;1;20000;827,22;3,18;23;21315;93
27;4;1;20000;827,33;3,02;24;21205;81
30;4;1;20000;823,03;2,9;24;21830;86
;;;;827,8503333;2,993666667;23,66666667;21580,46667;
;;;;6,257479102;0,144806252;0,711159002;328,8967696;
