BehaviorSpace results (NetLogo 5.3.1);;;;;;;;
cfs_ws.nlogo;;;;;;;;
cfs_ws20k;;;;;;;;
05/12/2019 15:21:34:003 -0300;;;;;;;;
min-pxcor;max-pxcor;min-pycor;max-pycor;;;;;
0;49;0;49;;;;;
[run number];number-of-ants;time-between-ants;[step];qmi;sdf;number-of-coverages;turn-side;turn-back
2;4;1;20000;863,55;1,09;28;18964;353
4;4;1;20000;849,6;0,88;29;18625;269
3;4;1;20000;865,93;0,93;29;19533;376
1;4;1;20000;856,55;1,37;29;18738;336
5;4;1;20000;863,54;0,93;30;19350;298
6;4;1;20000;879,6;0,9;30;19266;362
7;4;1;20000;854,3;1,03;29;18816;267
8;4;1;20000;843,27;0,95;29;18099;284
9;4;1;20000;866,37;0,88;30;19234;371
10;4;1;20000;848,83;1,02;30;18925;313
11;4;1;20000;859,47;1,02;29;18754;324
12;4;1;20000;852,8;0,94;29;18299;319
13;4;1;20000;858,04;0,89;30;18302;326
14;4;1;20000;849,54;0,89;29;18810;290
15;4;1;20000;867,08;1,26;29;19010;321
16;4;1;20000;856,43;0,91;29;18570;311
17;4;1;20000;858,45;1,23;28;19377;351
18;4;1;20000;837,83;1,02;29;18562;292
19;4;1;20000;840,57;1,11;29;18578;238
20;4;1;20000;880,1;1,01;29;19183;427
21;4;1;20000;845,19;1,02;29;18712;342
22;4;1;20000;857,99;1,04;29;19169;334
23;4;1;20000;854,43;0,99;29;19203;309
24;4;1;20000;861,47;1,1;29;18764;290
25;4;1;20000;861,67;0,84;29;18251;319
26;4;1;20000;850,75;0,91;29;18819;321
27;4;1;20000;863,45;1;29;19403;346
28;4;1;20000;868,65;1,14;29;19430;343
29;4;1;20000;857,83;0,95;29;19521;315
30;4;1;20000;865,33;0,91;30;18195;310
;;;;857,9536667;1,005333333;29,13333333;18882,06667;
;;;;9,974231794;0,123448533;0,507416263;417,3567839;
;;;;;;;;
;;;;837,83;0,84;28;18099;
;;;;880,1;1,37;30;19533;
